[-5.51274e-07, -4.36705e-06, 8.21159e-06, -5.17719e-06, -2.41602e-06, 1.38873e-05, -1.49419e-05, 1.33121e-05, 1.64759e-05, -6.70637e-06, 4.4821e-06, 1.43188e-05, 1.20226e-05, 1.43331e-05, -3.89727e-06, 0.0201265, 0]
[-2.2051e-06, -1.74682e-05, 3.28464e-05, -2.07087e-05, -9.66408e-06, 5.55493e-05, -5.97677e-05, 5.32483e-05, 6.59036e-05, -2.68255e-05, 1.79284e-05, 5.7275e-05, 4.80903e-05, 5.73325e-05, -1.55891e-05, 0.0201257, 0]
[-4.96147e-06, -3.93035e-05, 7.39043e-05, -4.65947e-05, -2.17442e-05, 0.000124986, -0.000134477, 0.000119809, 0.000148283, -6.03574e-05, 4.03389e-05, 0.000128869, 0.000108203, 0.000128998, -3.50754e-05, 0.0201245, 0]
[-8.82039e-06, -6.98728e-05, 0.000131385, -8.2835e-05, -3.86563e-05, 0.000222197, -0.000239071, 0.000212993, 0.000263615, -0.000107302, 7.17136e-05, 0.0002291, 0.000192361, 0.00022933, -6.23563e-05, 0.0201227, 0]
[-1.37819e-05, -0.000109176, 0.00020529, -0.00012943, -6.04005e-05, 0.000347183, -0.000373548, 0.000332802, 0.000411898, -0.000167659, 0.000112053, 0.000357969, 0.000300564, 0.000358328, -9.74318e-05, 0.0201204, 0]
[-1.98459e-05, -0.000157214, 0.000295617, -0.000186379, -8.69767e-05, 0.000499944, -0.00053791, 0.000479235, 0.000593133, -0.000241429, 0.000161356, 0.000515475, 0.000432813, 0.000515993, -0.000140302, 0.0201177, 0]
[-2.70124e-05, -0.000213986, 0.000402368, -0.000253682, -0.000118385, 0.000680479, -0.000732155, 0.000652292, 0.00080732, -0.000328612, 0.000219623, 0.000701619, 0.000589106, 0.000702324, -0.000190966, 0.0201144, 0]
[-3.52816e-05, -0.000279491, 0.000525542, -0.00033134, -0.000154625, 0.000888788, -0.000956284, 0.000851973, 0.00105446, -0.000429208, 0.000286854, 0.0009164, 0.000769445, 0.000917321, -0.000249425, 0.0201106, 0]
[-4.46532e-05, -0.000353731, 0.000665139, -0.000419352, -0.000195698, 0.00112487, -0.0012103, 0.00107828, 0.00133455, -0.000543216, 0.00036305, 0.00115982, 0.000973829, 0.00116098, -0.000315679, 0.0201064, 0]
[-5.51274e-05, -0.000436705, 0.000821159, -0.000517719, -0.000241602, 0.00138873, -0.00149419, 0.00133121, 0.00164759, -0.000670637, 0.00044821, 0.00143188, 0.00120226, 0.00143331, -0.000389727, 0.0201016, 0]
[-6.67042e-05, -0.000528413, 0.000993602, -0.000626439, -0.000292338, 0.00168037, -0.00180797, 0.00161076, 0.00199359, -0.000811471, 0.000542334, 0.00173257, 0.00145473, 0.00173431, -0.00047157, 0.0200963, 0]
[-7.93835e-05, -0.000628855, 0.00118247, -0.000745515, -0.000347907, 0.00199977, -0.00215164, 0.00191694, 0.00237253, -0.000965718, 0.000645422, 0.0020619, 0.00173125, 0.00206397, -0.000561207, 0.0200905, 0]
[-9.31654e-05, -0.000738032, 0.00138776, -0.000874944, -0.000408307, 0.00234696, -0.00252519, 0.00224974, 0.00278443, -0.00113338, 0.000757475, 0.00241987, 0.00203182, 0.0024223, -0.000658639, 0.0200842, 0]
[-0.00010805, -0.000855942, 0.00160947, -0.00101473, -0.00047354, 0.00272191, -0.00292862, 0.00260917, 0.00322928, -0.00131445, 0.000878492, 0.00280648, 0.00235642, 0.00280929, -0.000763865, 0.0200774, 0]
[-0.000124037, -0.000982587, 0.00184761, -0.00116487, -0.000543604, 0.00312465, -0.00336193, 0.00299522, 0.00370708, -0.00150893, 0.00100847, 0.00322172, 0.00270508, 0.00322495, -0.000876886, 0.0200701, 0]
[-0.000141126, -0.00111797, 0.00210217, -0.00132536, -0.000618501, 0.00355515, -0.00382513, 0.00340789, 0.00421783, -0.00171683, 0.00114742, 0.0036656, 0.00307778, 0.00366928, -0.000997701, 0.0200623, 0]
[-0.000159318, -0.00126208, 0.00237315, -0.00149621, -0.00069823, 0.00401344, -0.00431822, 0.00384719, 0.00476154, -0.00193814, 0.00129533, 0.00413812, 0.00347452, 0.00414228, -0.00112631, 0.020054, 0]
[-0.000178613, -0.00141492, 0.00266056, -0.00167741, -0.00078279, 0.00449949, -0.00484119, 0.00431311, 0.0053382, -0.00217286, 0.0014522, 0.00463928, 0.00389531, 0.00464394, -0.00126272, 0.0200452, 0]
[-0.00019901, -0.00157651, 0.00296438, -0.00186896, -0.000872183, 0.00501332, -0.00539404, 0.00480566, 0.0059478, -0.002421, 0.00161804, 0.00516907, 0.00434015, 0.00517426, -0.00140691, 0.0200359, 0]
